flight_id,date,carrier,origin,dest,sched_dep_local,delay_risk,delayed_15,delay_cause,prev_arr_delay_min,turnaround_buffer_min,inbound_delay_after_buffer_min,snowfall_cm,precip_mm,wind_gust_kmh,departures_origin_hour,origin_hour_congestion_pctile
2015-01-11_UA405,2015-01-11,UA,ORD,MSY,08:05,0.398904009594757,0,none,0.0,,0.0,0.0,0.0,25.6,50,0.49305946351528795
2015-01-10_OO2643,2015-01-10,OO,ORD,CHO,14:25,0.3988310071168961,1,weather,0.0,,0.0,0.0,0.0,36.7,23,0.027762145938848248
2015-01-11_DL2205,2015-01-11,DL,ORD,DTW,09:00,0.3983827274005491,0,none,0.0,,0.0,0.0,0.0,24.5,58,0.7106546614143688
2015-01-11_OO6378,2015-01-11,OO,ORD,MSN,08:30,0.39836007531686124,0,none,14.0,,0.0,0.0,0.0,25.6,50,0.49305946351528795
2015-01-10_B6312,2015-01-10,B6,ORD,BOS,14:30,0.3981654656045227,0,none,0.0,,0.0,0.0,0.0,36.7,23,0.027762145938848248
2015-01-11_EV4160,2015-01-11,EV,ORD,STL,08:02,0.39805611518944395,0,none,-4.0,,0.0,0.0,0.0,25.6,50,0.49305946351528795
2015-01-11_US1838,2015-01-11,US,DEN,PHL,13:45,0.39793942425219553,0,none,12.0,,0.0,0.07,0.0,6.1,25,0.20382824624935333
2015-01-10_OO5413,2015-01-10,OO,ORD,MKE,14:10,0.39783502129360937,0,none,-12.0,85.0,0.0,0.0,0.0,36.7,23,0.027762145938848248
2015-01-11_F9682,2015-01-11,F9,DEN,MCO,18:10,0.39772113638420814,0,nas,-3.0,,0.0,0.0,0.0,5.8,44,0.539187790998448
2015-01-11_WN1250,2015-01-11,WN,DEN,ATL,10:10,0.3976264584524022,0,none,-6.0,,0.0,0.0,0.0,15.5,52,0.6835230212105535
2015-01-10_UA369,2015-01-10,UA,DEN,ICT,17:30,0.3975223292852982,0,none,39.0,,0.0,0.0,0.0,14.4,25,0.20382824624935333
2015-01-10_OO6413,2015-01-10,OO,DEN,FAR,13:51,0.3968875574123518,0,none,53.0,,0.0,0.0,0.0,16.2,20,0.13954992240041386
2015-01-11_EV6189,2015-01-11,EV,ORD,MCI,08:05,0.39674981970087203,0,none,13.0,,0.0,0.0,0.0,25.6,50,0.49305946351528795
2015-01-11_UA648,2015-01-11,UA,DEN,PIT,10:00,0.39663353585999606,0,carrier,-16.0,,0.0,0.0,0.0,15.5,52,0.6835230212105535
2015-01-10_F9667,2015-01-10,F9,DEN,SFO,21:25,0.39618860284760776,1,nas,33.0,138.0,0.0,0.0,0.0,19.8,5,0.01073460941541645
2015-01-10_EV3959,2015-01-10,EV,DEN,CLE,14:24,0.3961608688287897,0,none,88.0,,0.0,0.0,0.0,13.0,19,0.11174340403517848
2015-01-11_OO5239,2015-01-11,OO,ORD,DFW,08:05,0.39610143886447513,0,none,11.0,,0.0,0.0,0.0,25.6,50,0.49305946351528795
2015-01-10_EV6166,2015-01-10,EV,ORD,MLI,14:50,0.3960917196495292,0,none,2.0,167.0,0.0,0.0,0.0,36.7,23,0.027762145938848248
2015-01-11_WN2964,2015-01-11,WN,DEN,LAS,17:45,0.3958784014661469,1,late_aircraft,0.0,,0.0,0.0,0.0,5.4,35,0.37558199689601657
2015-01-11_US1799,2015-01-11,US,ORD,CLT,13:55,0.3958439924772583,0,none,0.0,,0.0,0.0,0.0,26.6,70,0.916619771149878
2015-01-11_US1999,2015-01-11,US,ORD,CLT,12:15,0.39512307360279014,0,none,0.0,,0.0,0.0,0.0,25.6,44,0.30547739636090787
2015-01-11_US608,2015-01-11,US,DEN,PHX,18:20,0.39506951360361037,0,none,-2.0,,0.0,0.0,0.0,5.8,44,0.539187790998448
2015-01-11_F9244,2015-01-11,F9,DEN,IAH,10:35,0.39485337646631385,1,late_aircraft,27.0,,0.0,0.0,0.0,15.5,52,0.6835230212105535
2015-01-10_EV4681,2015-01-10,EV,ORD,CLE,14:45,0.3947769612961262,0,none,4.0,282.0,0.0,0.0,0.0,36.7,23,0.027762145938848248
2015-01-11_OO5430,2015-01-11,OO,ORD,DLH,08:48,0.3946379558999575,0,none,14.0,,0.0,0.0,0.0,25.6,50,0.49305946351528795
2015-01-11_WN3739,2015-01-11,WN,DEN,STL,16:00,0.3944748670546313,0,carrier,0.0,,0.0,0.0,0.0,5.4,12,0.053414381789963786
2015-01-10_WN4328,2015-01-10,WN,DEN,STL,13:55,0.39443976740121445,0,none,38.0,,0.0,0.0,0.0,16.2,20,0.13954992240041386
2015-01-11_OO2640,2015-01-11,OO,ORD,ICT,08:35,0.39413992884087684,1,none,10.0,,0.0,0.0,0.0,25.6,50,0.49305946351528795
2015-01-10_AA1430,2015-01-10,AA,ORD,MSP,14:25,0.39383364106505614,1,late_aircraft,8.0,128.0,0.0,0.0,0.0,36.7,23,0.027762145938848248
2015-01-11_NK970,2015-01-11,NK,DEN,FLL,23:40,0.3932065233853858,0,none,0.0,,0.0,0.0,0.0,19.8,7,0.01720124159337817
2015-01-11_UA1150,2015-01-11,UA,DEN,SMF,15:15,0.3928836382206903,0,none,-12.0,,0.0,0.0,0.0,5.4,49,0.6117434040351785
2015-01-11_DL1431,2015-01-11,DL,ORD,DTW,10:45,0.3928749616141723,0,none,-15.0,,0.0,0.0,0.0,23.8,39,0.21403113862314763
2015-01-11_B698,2015-01-11,B6,DEN,JFK,23:57,0.39274542407203256,0,nas,0.0,,0.0,0.0,0.0,19.8,7,0.01720124159337817
2015-01-11_WN345,2015-01-11,WN,DEN,OMA,16:10,0.3920936401550701,1,late_aircraft,0.0,,0.0,0.0,0.0,5.4,12,0.053414381789963786
2015-01-10_EV3920,2015-01-10,EV,ORD,ATW,14:36,0.39201489274817813,0,none,0.0,,0.0,0.0,0.0,36.7,23,0.027762145938848248
2015-01-11_F9300,2015-01-11,F9,DEN,TPA,23:59,0.39196792169969674,0,nas,18.0,,0.0,0.0,0.0,19.8,7,0.01720124159337817
2015-01-11_EV4154,2015-01-11,EV,ORD,DAY,08:41,0.391894673549107,0,none,-11.0,,0.0,0.0,0.0,25.6,50,0.49305946351528795
2015-01-11_EV5988,2015-01-11,EV,DEN,SDF,10:00,0.39154569081118795,0,none,-18.0,,0.0,0.0,0.0,15.5,52,0.6835230212105535
2015-01-11_OO6201,2015-01-11,OO,DEN,AUS,15:40,0.39109803932632964,0,none,18.0,,0.0,0.0,0.0,5.4,49,0.6117434040351785
2015-01-10_AA155,2015-01-10,AA,ORD,LAX,14:13,0.39082268535445946,0,none,0.0,,0.0,0.0,0.0,36.7,23,0.027762145938848248
2015-01-11_EV4765,2015-01-11,EV,ORD,GRR,08:15,0.39070070607957674,1,carrier,-16.0,,0.0,0.0,0.0,25.6,50,0.49305946351528795
2015-01-10_AA1151,2015-01-10,AA,DEN,DFW,14:46,0.390628938796289,0,none,88.0,,0.0,0.0,0.0,13.0,19,0.11174340403517848
2015-01-11_US1824,2015-01-11,US,DEN,CLT,12:15,0.3899427350447753,0,none,0.0,,0.0,0.0,0.0,7.6,45,0.5565183652353854
2015-01-10_EV4230,2015-01-10,EV,DEN,DRO,14:19,0.38969627101948295,0,none,43.0,,0.0,0.0,0.0,13.0,19,0.11174340403517848
2015-01-10_NK719,2015-01-10,NK,DEN,LAS,18:45,0.38959945428257,0,none,22.0,419.0,0.0,0.0,0.0,15.1,41,0.4905587170201759
2015-01-11_UA226,2015-01-11,UA,DEN,DSM,15:40,0.38950073507430094,1,carrier,0.0,168.0,0.0,0.0,0.0,5.4,49,0.6117434040351785
2015-01-11_UA812,2015-01-11,UA,DEN,DFW,09:55,0.3893674898794397,0,none,0.0,,0.0,0.0,0.0,16.9,20,0.13954992240041386
2015-01-10_WN2412,2015-01-10,WN,DEN,IND,18:30,0.38862517755310133,1,late_aircraft,15.0,,0.0,0.0,0.0,15.1,41,0.4905587170201759
2015-01-11_DL1916,2015-01-11,DL,DEN,ATL,13:30,0.38835322024011415,0,none,0.0,,0.0,0.07,0.0,6.1,25,0.20382824624935333
2015-01-11_OO5196,2015-01-11,OO,DEN,MSN,09:55,0.3882806327932702,0,none,30.0,,0.0,0.0,0.0,16.9,20,0.13954992240041386
2015-01-11_UA550,2015-01-11,UA,DEN,EWR,15:27,0.3874921250426743,0,none,-2.0,,0.0,0.0,0.0,5.4,49,0.6117434040351785
2015-01-11_EV5926,2015-01-11,EV,DEN,TUL,10:05,0.3873887165993332,1,carrier,-14.0,,0.0,0.0,0.0,15.5,52,0.6835230212105535
2015-01-11_WN329,2015-01-11,WN,DEN,LAS,16:15,0.38727165382706674,1,nas,3.0,,0.0,0.0,0.0,5.4,12,0.053414381789963786
2015-01-10_F9712,2015-01-10,F9,DEN,RSW,23:55,0.3871428553240021,0,none,30.0,,0.0,0.0,0.0,23.8,7,0.01720124159337817
2015-01-11_WN1709,2015-01-11,WN,DEN,BNA,10:20,0.38686960161677797,0,none,-9.0,,0.0,0.0,0.0,15.5,52,0.6835230212105535
2015-01-11_EV6099,2015-01-11,EV,DEN,SHV,10:06,0.38666954015759575,0,none,-6.0,,0.0,0.0,0.0,15.5,52,0.6835230212105535
2015-01-10_WN2544,2015-01-10,WN,DEN,OMA,18:25,0.38647375996575534,1,none,21.0,,0.0,0.0,0.0,15.1,41,0.4905587170201759
2015-01-11_UA830,2015-01-11,UA,DEN,ORD,15:23,0.3861025829199754,1,carrier,-15.0,,0.0,0.0,0.0,5.4,49,0.6117434040351785
2015-01-11_WN1800,2015-01-11,WN,DEN,MDW,15:40,0.38594282888778253,1,carrier,14.0,,0.0,0.0,0.0,5.4,49,0.6117434040351785
2015-01-11_EV5964,2015-01-11,EV,DEN,TYS,17:33,0.38594263460653794,0,none,-7.0,131.0,0.0,0.0,0.0,5.4,35,0.37558199689601657
2015-01-11_UA752,2015-01-11,UA,DEN,BWI,15:45,0.38583889550456024,1,carrier,-5.0,,0.0,0.0,0.0,5.4,49,0.6117434040351785
2015-01-11_F9745,2015-01-11,F9,DEN,PHX,12:35,0.3852436742654927,0,nas,0.0,,0.0,0.0,0.0,7.6,45,0.5565183652353854
2015-01-11_WN1078,2015-01-11,WN,DEN,SEA,15:45,0.3851402890436861,1,none,9.0,,0.0,0.0,0.0,5.4,49,0.6117434040351785
2015-01-11_WN4371,2015-01-11,WN,DEN,HOU,15:50,0.38503761384127294,1,nas,3.0,,0.0,0.0,0.0,5.4,49,0.6117434040351785
2015-01-11_AS687,2015-01-11,AS,DEN,SEA,17:50,0.3849560097483144,0,none,0.0,,0.0,0.0,0.0,5.4,35,0.37558199689601657
2015-01-10_WN2798,2015-01-10,WN,DEN,LAS,17:40,0.3846442798214862,0,none,14.0,,0.0,0.0,0.0,14.4,25,0.20382824624935333
2015-01-10_UA1177,2015-01-10,UA,DEN,SMF,18:59,0.3842024801127786,0,none,0.0,,0.0,0.0,0.0,15.1,41,0.4905587170201759
2015-01-11_EV3957,2015-01-11,EV,ORD,ALB,08:40,0.3840851308103558,0,none,-10.0,,0.0,0.0,0.0,25.6,50,0.49305946351528795
2015-01-11_AA1075,2015-01-11,AA,ORD,DCA,08:11,0.3839760678696567,0,none,0.0,,0.0,0.0,0.0,25.6,50,0.49305946351528795
2015-01-10_AA316,2015-01-10,AA,DEN,DFW,13:23,0.38380847461134865,0,none,64.0,,0.0,0.0,0.0,16.2,20,0.13954992240041386
2015-01-11_WN454,2015-01-11,WN,DEN,MCI,17:05,0.38380591914158285,1,late_aircraft,-20.0,,0.0,0.0,0.0,5.4,35,0.37558199689601657
2015-01-11_OO5561,2015-01-11,OO,DEN,FAR,10:00,0.383784972179761,0,none,-17.0,,0.0,0.0,0.0,15.5,52,0.6835230212105535
2015-01-11_WN739,2015-01-11,WN,DEN,PHX,17:25,0.38365730508523477,0,nas,-2.0,215.0,0.0,0.0,0.0,5.4,35,0.37558199689601657
2015-01-11_WN1701,2015-01-11,WN,DEN,ATL,15:05,0.3834220145215528,0,none,0.0,,0.0,0.0,0.0,5.4,49,0.6117434040351785
2015-01-11_WN4838,2015-01-11,WN,DEN,BWI,15:55,0.3833317398121167,0,none,-19.0,,0.0,0.0,0.0,5.4,49,0.6117434040351785
2015-01-11_EV6088,2015-01-11,EV,DEN,MEM,17:50,0.38319197141190925,0,none,-3.0,,0.0,0.0,0.0,5.4,35,0.37558199689601657
2015-01-11_OO5327,2015-01-11,OO,DEN,MAF,10:05,0.38294004553212824,0,none,-11.0,,0.0,0.0,0.0,15.5,52,0.6835230212105535
2015-01-11_UA215,2015-01-11,UA,DEN,DFW,17:30,0.3827986174379611,0,none,-4.0,294.0,0.0,0.0,0.0,5.4,35,0.37558199689601657
2015-01-11_OO5204,2015-01-11,OO,DEN,ISN,10:10,0.3826301178092912,0,none,-18.0,,0.0,0.0,0.0,15.5,52,0.6835230212105535
2015-01-11_WN548,2015-01-11,WN,DEN,TPA,15:55,0.38233453576758003,0,none,-6.0,,0.0,0.0,0.0,5.4,49,0.6117434040351785
2015-01-11_OO5478,2015-01-11,OO,DEN,LAR,20:25,0.38221517102524266,1,carrier,-25.0,362.0,0.0,0.0,0.0,6.8,14,0.06660631143300569
2015-01-11_OO5264,2015-01-11,OO,DEN,MEM,10:11,0.38209215430708304,0,none,-18.0,,0.0,0.0,0.0,15.5,52,0.6835230212105535
2015-01-11_UA677,2015-01-11,UA,DEN,ICT,17:28,0.38192229034551356,1,none,-14.0,294.0,0.0,0.0,0.0,5.4,35,0.37558199689601657
2015-01-11_F9242,2015-01-11,F9,DEN,IAH,19:20,0.38173191806521567,0,none,-12.0,225.0,0.0,0.0,0.0,6.1,61,0.9094671495085359
2015-01-11_OO5571,2015-01-11,OO,DEN,MOT,10:05,0.3816891737975104,1,carrier,-35.0,,0.0,0.0,0.0,15.5,52,0.6835230212105535
2015-01-11_UA652,2015-01-11,UA,DEN,IAD,15:15,0.38135756973539875,0,none,-17.0,,0.0,0.0,0.0,5.4,49,0.6117434040351785
2015-01-11_AA1628,2015-01-11,AA,ORD,SEA,08:25,0.38065571219749667,0,none,-22.0,,0.0,0.0,0.0,25.6,50,0.49305946351528795
2015-01-10_OO5231,2015-01-10,OO,DEN,SLC,15:35,0.3805633727252004,0,none,21.0,175.0,0.0,0.0,0.0,10.8,32,0.36277806518365235
2015-01-11_US1933,2015-01-11,US,ORD,PHL,09:57,0.3804847444115081,0,none,-28.0,,0.0,0.0,0.0,24.5,58,0.7106546614143688
2015-01-11_DL160,2015-01-11,DL,DEN,MSP,11:15,0.3802871689844876,0,none,-23.0,,0.0,0.0,0.0,12.6,52,0.6835230212105535
2015-01-11_DL2108,2015-01-11,DL,DEN,MSP,13:39,0.38027092213498564,0,none,-19.0,168.0,0.0,0.07,0.0,6.1,25,0.20382824624935333
2015-01-11_DL1632,2015-01-11,DL,ORD,MSP,09:14,0.3800974375727236,0,none,-22.0,,0.0,0.0,0.0,24.5,58,0.7106546614143688
2015-01-11_UA1083,2015-01-11,UA,DEN,LAX,15:24,0.37989679822527084,1,carrier,-8.0,331.0,0.0,0.0,0.0,5.4,49,0.6117434040351785
2015-01-11_AA959,2015-01-11,AA,DEN,DFW,16:20,0.3794884361539433,1,late_aircraft,0.0,,0.0,0.0,0.0,5.4,12,0.053414381789963786
2015-01-11_US458,2015-01-11,US,DEN,PHX,12:20,0.3790063680506341,0,none,-22.0,,0.0,0.0,0.0,7.6,45,0.5565183652353854
2015-01-11_F9422,2015-01-11,F9,DEN,ATL,23:59,0.37850528313125675,0,none,22.0,,0.0,0.0,0.0,19.8,7,0.01720124159337817
2015-01-10_WN3862,2015-01-10,WN,DEN,SNA,15:20,0.3783034066201296,0,none,15.0,,0.0,0.0,0.0,10.8,32,0.36277806518365235
2015-01-11_UA562,2015-01-11,UA,DEN,SNA,15:30,0.37749327153687223,0,none,-1.0,,0.0,0.0,0.0,5.4,49,0.6117434040351785
2015-01-11_WN893,2015-01-11,WN,DEN,MSP,16:10,0.37719273596289865,1,late_aircraft,4.0,,0.0,0.0,0.0,5.4,12,0.053414381789963786
2015-01-11_US521,2015-01-11,US,DEN,PHX,14:50,0.3771839374183077,0,none,7.0,,0.0,0.07,0.0,5.0,27,0.28854112778065183
2015-01-11_WN1991,2015-01-11,WN,DEN,OKC,15:25,0.37718265521119054,0,none,-5.0,,0.0,0.0,0.0,5.4,49,0.6117434040351785
2015-01-11_UA814,2015-01-11,UA,DEN,IAH,15:54,0.3771549737250886,1,carrier,-15.0,191.0,0.0,0.0,0.0,5.4,49,0.6117434040351785
2015-01-11_WN2958,2015-01-11,WN,DEN,SLC,15:05,0.37701584558197976,0,none,0.0,,0.0,0.0,0.0,5.4,49,0.6117434040351785
2015-01-11_UA523,2015-01-11,UA,DEN,PHX,15:18,0.376495455945007,1,none,-2.0,,0.0,0.0,0.0,5.4,49,0.6117434040351785
2015-01-11_F9116,2015-01-11,F9,DEN,MSP,20:48,0.3761902848632465,0,none,8.0,188.0,0.0,0.0,0.0,6.8,14,0.06660631143300569
2015-01-11_OO6205,2015-01-11,OO,DEN,COS,17:33,0.3759879162031277,1,late_aircraft,10.0,,0.0,0.0,0.0,5.4,35,0.37558199689601657
2015-01-10_AA1670,2015-01-10,AA,ORD,BOS,14:17,0.3758462570530019,0,none,-15.0,219.0,0.0,0.0,0.0,36.7,23,0.027762145938848248
2015-01-10_WN663,2015-01-10,WN,DEN,LAS,19:30,0.3757694767096976,0,none,17.0,200.0,0.0,0.0,0.0,14.8,19,0.11174340403517848
2015-01-10_OO6374,2015-01-10,OO,DEN,ASE,17:45,0.37560807519436606,0,none,29.0,,0.0,0.0,0.0,14.4,25,0.20382824624935333
2015-01-11_AA2309,2015-01-11,AA,ORD,DFW,08:18,0.37558154093049545,0,none,-1.0,,0.0,0.0,0.0,25.6,50,0.49305946351528795
2015-01-11_F9122,2015-01-11,F9,DEN,DFW,14:55,0.37544340184846525,0,none,0.0,,0.0,0.07,0.0,5.0,27,0.28854112778065183
2015-01-11_F9555,2015-01-11,F9,DEN,SAN,12:35,0.3752185901872935,0,none,-13.0,177.0,0.0,0.0,0.0,7.6,45,0.5565183652353854
2015-01-11_AA388,2015-01-11,AA,ORD,LGA,08:30,0.3749923430461894,0,none,0.0,,0.0,0.0,0.0,25.6,50,0.49305946351528795
2015-01-10_WN3538,2015-01-10,WN,DEN,TUL,16:40,0.374939373073265,0,none,19.0,,0.0,0.0,0.0,13.3,23,0.188178996378686
2015-01-11_AA2483,2015-01-11,AA,ORD,MIA,08:00,0.37439307727329874,0,none,-3.0,,0.0,0.0,0.0,25.6,50,0.49305946351528795
2015-01-11_AA1496,2015-01-11,AA,ORD,BOS,08:00,0.37411638572673034,0,none,-8.0,,0.0,0.0,0.0,25.6,50,0.49305946351528795
2015-01-11_DL2442,2015-01-11,DL,DEN,ATL,14:45,0.3740997494664496,0,none,-16.0,,0.0,0.07,0.0,5.0,27,0.28854112778065183
2015-01-10_WN3905,2015-01-10,WN,DEN,SMF,20:00,0.37357739255753275,0,none,0.0,,0.0,0.0,0.0,17.3,19,0.11174340403517848
2015-01-11_OO5328,2015-01-11,OO,DEN,MKE,17:20,0.37353578249609504,0,none,-1.0,269.0,0.0,0.0,0.0,5.4,35,0.37558199689601657
2015-01-10_AA1074,2015-01-10,AA,ORD,FLL,14:55,0.3727529084875392,1,none,-4.0,,0.0,0.0,0.0,36.7,23,0.027762145938848248
2015-01-11_OO5544,2015-01-11,OO,DEN,BIS,09:55,0.37275094084706695,0,none,16.0,,0.0,0.0,0.0,16.9,20,0.13954992240041386
2015-01-11_UA594,2015-01-11,UA,DEN,MIA,09:55,0.372711640806034,0,none,4.0,,0.0,0.0,0.0,16.9,20,0.13954992240041386
2015-01-11_UA775,2015-01-11,UA,DEN,LAS,15:55,0.37249771806710363,1,nas,-9.0,192.0,0.0,0.0,0.0,5.4,49,0.6117434040351785
2015-01-10_US1806,2015-01-10,US,ORD,CLT,13:55,0.3722514432853358,0,none,-25.0,,0.0,0.0,0.0,39.2,63,0.8181391858938285
2015-01-11_EV4278,2015-01-11,EV,DEN,RAP,15:15,0.37221982352157373,1,nas,0.0,,0.0,0.0,0.0,5.4,49,0.6117434040351785
2015-01-10_WN4442,2015-01-10,WN,DEN,SAN,18:30,0.3721548335176068,0,none,8.0,,0.0,0.0,0.0,15.1,41,0.4905587170201759
2015-01-10_WN3191,2015-01-10,WN,DEN,BWI,18:20,0.37087871092423597,1,late_aircraft,-10.0,,0.0,0.0,0.0,15.1,41,0.4905587170201759
2015-01-10_WN2889,2015-01-10,WN,DEN,BOS,16:40,0.37074877328438177,0,none,-2.0,,0.0,0.0,0.0,13.3,23,0.188178996378686
2015-01-11_F9793,2015-01-11,F9,DEN,PDX,17:30,0.37062846736217353,1,nas,12.0,217.0,0.0,0.0,0.0,5.4,35,0.37558199689601657
2015-01-11_AA1444,2015-01-11,AA,ORD,PHX,08:10,0.37052094664346213,0,none,-13.0,,0.0,0.0,0.0,25.6,50,0.49305946351528795
2015-01-11_OO6491,2015-01-11,OO,DEN,BIS,17:22,0.3705206853803067,1,carrier,0.0,269.0,0.0,0.0,0.0,5.4,35,0.37558199689601657
2015-01-11_UA1596,2015-01-11,UA,DEN,DCA,09:56,0.37013251916344064,0,none,9.0,,0.0,0.0,0.0,16.9,20,0.13954992240041386
2015-01-11_EV6156,2015-01-11,EV,DEN,MSN,15:10,0.3700599839483499,0,none,4.0,183.0,0.0,0.0,0.0,5.4,49,0.6117434040351785
2015-01-11_OO5485,2015-01-11,OO,DEN,TUS,15:10,0.3700214889918664,0,none,7.0,179.0,0.0,0.0,0.0,5.4,49,0.6117434040351785
2015-01-11_DL410,2015-01-11,DL,DEN,JFK,10:55,0.3698704324307887,0,none,-30.0,,0.0,0.0,0.0,15.5,52,0.6835230212105535
2015-01-10_WN2756,2015-01-10,WN,DEN,HOU,15:00,0.36969796648564285,0,none,18.0,,0.0,0.0,0.0,10.8,32,0.36277806518365235
2015-01-10_UA407,2015-01-10,UA,DEN,SEA,18:45,0.36927791560858075,0,none,-7.0,209.0,0.0,0.0,0.0,15.1,41,0.4905587170201759
2015-01-11_OO4526,2015-01-11,OO,DEN,SLC,17:40,0.36925662798894326,0,none,13.0,,0.0,0.0,0.0,5.4,35,0.37558199689601657
2015-01-11_OO6467,2015-01-11,OO,DEN,BZN,15:04,0.36898693029092,1,carrier,9.0,134.0,0.0,0.0,0.0,5.4,49,0.6117434040351785
2015-01-11_OO5642,2015-01-11,OO,DEN,ASE,17:15,0.36846973825771684,1,late_aircraft,-2.0,,0.0,0.0,0.0,5.4,35,0.37558199689601657
2015-01-11_OO6210,2015-01-11,OO,DEN,PSP,15:03,0.36830149771308857,0,none,10.0,148.0,0.0,0.0,0.0,5.4,49,0.6117434040351785
2015-01-10_UA1232,2015-01-10,UA,DEN,LAX,19:05,0.3682997591851543,0,none,7.0,,0.0,0.0,0.0,14.8,19,0.11174340403517848
2015-01-10_WN3283,2015-01-10,WN,DEN,BNA,18:20,0.36794582420813093,0,none,-7.0,,0.0,0.0,0.0,15.1,41,0.4905587170201759
2015-01-11_F9341,2015-01-11,F9,DEN,BZN,21:30,0.3679353007622179,0,none,1.0,149.0,0.0,0.07,0.0,9.7,26,0.23706673564407657
2015-01-11_OO5496,2015-01-11,OO,DEN,FSD,09:57,0.3673824658468513,0,none,16.0,,0.0,0.0,0.0,16.9,20,0.13954992240041386
2015-01-10_UA1108,2015-01-10,UA,DEN,GEG,18:52,0.36701483566186127,0,none,-7.0,,0.0,0.0,0.0,15.1,41,0.4905587170201759
2015-01-10_WN4339,2015-01-10,WN,DEN,HOU,18:25,0.36689262862261085,1,late_aircraft,5.0,,0.0,0.0,0.0,15.1,41,0.4905587170201759
2015-01-11_F9661,2015-01-11,F9,DEN,SFO,13:10,0.36675934899813983,1,nas,-18.0,253.0,0.0,0.07,0.0,6.1,25,0.20382824624935333
2015-01-11_OO5658,2015-01-11,OO,DEN,COS,15:59,0.36675351892117747,1,carrier,0.0,,0.0,0.0,0.0,5.4,49,0.6117434040351785
2015-01-10_US409,2015-01-10,US,ORD,PHX,14:05,0.3667254029431274,0,none,0.0,,0.0,0.0,0.0,36.7,23,0.027762145938848248
2015-01-10_WN3096,2015-01-10,WN,DEN,EWR,16:40,0.3666907226103366,0,none,10.0,,0.0,0.0,0.0,13.3,23,0.188178996378686
2015-01-11_OO6345,2015-01-11,OO,DEN,SLC,17:22,0.3664922091692724,1,late_aircraft,4.0,,0.0,0.0,0.0,5.4,35,0.37558199689601657
2015-01-11_DL1410,2015-01-11,DL,DEN,DTW,16:15,0.366421076056754,0,none,0.0,,0.0,0.0,0.0,5.4,12,0.053414381789963786
2015-01-10_WN3113,2015-01-10,WN,DEN,LAX,20:00,0.3662616237772519,0,none,0.0,,0.0,0.0,0.0,17.3,19,0.11174340403517848
2015-01-11_F9405,2015-01-11,F9,DEN,LAX,12:45,0.36617176786434724,0,none,-7.0,205.0,0.0,0.0,0.0,7.6,45,0.5565183652353854
2015-01-10_UA745,2015-01-10,UA,DEN,PDX,19:08,0.36604126068266957,1,none,-9.0,,0.0,0.0,0.0,14.8,19,0.11174340403517848
2015-01-10_WN3027,2015-01-10,WN,DEN,ATL,18:25,0.365900261882099,1,late_aircraft,-4.0,,0.0,0.0,0.0,15.1,41,0.4905587170201759
2015-01-11_EV6098,2015-01-11,EV,DEN,ELP,15:10,0.365869087734215,0,none,13.0,194.0,0.0,0.0,0.0,5.4,49,0.6117434040351785
2015-01-10_WN3608,2015-01-10,WN,DEN,BDL,16:45,0.3657719662640052,1,none,11.0,,0.0,0.0,0.0,13.3,23,0.188178996378686
2015-01-10_WN4400,2015-01-10,WN,DEN,STL,18:25,0.3654120275405983,0,none,0.0,,0.0,0.0,0.0,15.1,41,0.4905587170201759
2015-01-11_OO6232,2015-01-11,OO,DEN,JAC,15:10,0.36521703535953076,1,carrier,2.0,,0.0,0.0,0.0,5.4,49,0.6117434040351785
2015-01-10_UA296,2015-01-10,UA,DEN,RNO,18:49,0.3650803003210182,0,none,-11.0,,0.0,0.0,0.0,15.1,41,0.4905587170201759
2015-01-11_UA575,2015-01-11,UA,DEN,SJC,15:07,0.36504720231603754,0,none,-6.0,317.0,0.0,0.0,0.0,5.4,49,0.6117434040351785
2015-01-11_EV6004,2015-01-11,EV,DEN,LNK,15:42,0.3646598380391843,0,none,-3.0,169.0,0.0,0.0,0.0,5.4,49,0.6117434040351785
2015-01-10_WN3109,2015-01-10,WN,DEN,SFO,20:05,0.3646179952956887,0,none,0.0,,0.0,0.0,0.0,17.3,19,0.11174340403517848
2015-01-11_F9575,2015-01-11,F9,DEN,SLC,13:10,0.363912631908252,1,late_aircraft,2.0,,0.0,0.07,0.0,6.1,25,0.20382824624935333
2015-01-10_WN3794,2015-01-10,WN,DEN,MCI,18:20,0.36376872172319197,1,none,0.0,,0.0,0.0,0.0,15.1,41,0.4905587170201759
2015-01-10_WN3416,2015-01-10,WN,DEN,SAT,18:45,0.36351866228805657,1,late_aircraft,-3.0,,0.0,0.0,0.0,15.1,41,0.4905587170201759
2015-01-11_DL2016,2015-01-11,DL,DEN,ATL,17:26,0.3632593475120329,0,none,0.0,,0.0,0.0,0.0,5.4,35,0.37558199689601657
2015-01-10_F9626,2015-01-10,F9,DEN,DTW,19:15,0.36311040312177173,1,none,21.0,,0.0,0.0,0.0,14.8,19,0.11174340403517848
2015-01-10_WN2422,2015-01-10,WN,DEN,MKE,18:30,0.36305426509096084,0,none,-11.0,285.0,0.0,0.0,0.0,15.1,41,0.4905587170201759
2015-01-10_EV6024,2015-01-10,EV,DEN,OKC,16:00,0.3626492995077298,0,none,16.0,187.0,0.0,0.0,0.0,13.3,23,0.188178996378686
2015-01-11_F9557,2015-01-11,F9,DEN,SAN,17:50,0.36235035926202247,0,none,9.0,,0.0,0.0,0.0,5.4,35,0.37558199689601657
